Trip_ID,User_ID,Origin,Destination,Start_Date,End_Date,Duration_Days,Travel_Type,Transport_Mode,Hotel_Type,Season,Budget_INR,User_Rating,AI_Recommendation_Used,Trip_Status
T0848,U0205,Goa,Pune,2026-06-26,2026-07-04,8,Leisure,Train,Hostel,Winter,82031,4.6,No,Cancelled
T0849,U0018,Bali,Pune,2025-03-28,2025-03-30,2,Romantic,Bus,Luxury,Autumn,138061,4.1,No,Planned
T0850,U0006,Hyderabad,Paris,2025-03-03,2025-03-09,6,Cultural,Cruise,Budget,Monsoon,197023,3.4,No,Planned
T0851,U0099,Jaipur,Hyderabad,2025-12-26,2026-01-06,11,Leisure,Cruise,Standard,Autumn,59956,3.9,No,Cancelled
T0852,U0103,London,Bali,2025-02-27,2025-03-12,13,Cultural,Train,Standard,Winter,126185,3.6,Yes,Completed
T0853,U0243,Paris,London,2026-01-11,2026-01-14,3,Family,Flight,Standard,Winter,98148,4.0,Yes,Completed
T0854,U0189,Chennai,Jaipur,2026-05-06,2026-05-13,7,Cultural,Car,Resort,Summer,75199,3.9,No,Completed
T0855,U0096,Dubai,Chennai,2025-03-08,2025-03-20,12,Adventure,Bus,Budget,Summer,77035,4.0,No,Planned
T0856,U0051,Kolkata,Bangalore,2026-10-11,2026-10-17,6,Leisure,Cruise,Budget,Spring,123084,3.6,No,Cancelled
T0857,U0003,Maldives,Paris,2026-12-14,2026-12-28,14,Leisure,Car,Standard,Summer,169412,4.5,Yes,Planned
T0858,U0131,New York,Paris,2026-05-28,2026-05-30,2,Cultural,Cruise,Budget,Summer,158177,4.3,No,Completed
T0859,U0141,Bangalore,Delhi,2025-12-14,2025-12-17,3,Adventure,Flight,Budget,Summer,68353,4.5,No,Completed
T0860,U0281,Pune,Tokyo,2025-02-25,2025-02-27,2,Leisure,Bus,Budget,Winter,115149,4.9,Yes,Planned
T0861,U0149,New York,Pune,2026-09-05,2026-09-11,6,Business,Bus,Resort,Winter,145091,4.5,No,Planned
T0862,U0146,Dubai,Rome,2025-05-07,2025-05-11,4,Cultural,Train,Standard,Summer,110770,3.2,No,Planned
T0863,U0231,Maldives,Mumbai,2025-06-21,2025-07-05,14,Leisure,Car,Resort,Summer,89833,3.3,No,Planned
T0864,U0045,New York,Maldives,2026-04-10,2026-04-20,10,Business,Flight,Luxury,Autumn,199287,4.5,No,Completed
T0865,U0144,Bangalore,Agra,2025-06-03,2025-06-13,10,Business,Bus,Resort,Summer,71604,4.0,No,Completed
T0866,U0089,Rome,Pune,2026-11-03,2026-11-15,12,Cultural,Train,Budget,Winter,140388,3.6,No,Completed
T0867,U0203,Tokyo,Kolkata,2026-03-27,2026-04-02,6,Family,Flight,Resort,Winter,33763,4.8,No,Planned
T0868,U0103,Chennai,Hyderabad,2025-04-10,2025-04-13,3,Leisure,Cruise,Resort,Autumn,11363,4.9,No,Planned
T0869,U0001,Maldives,Tokyo,2025-08-24,2025-08-28,4,Family,Train,Budget,Monsoon,107383,4.2,No,Completed
T0870,U0053,Delhi,Tokyo,2026-10-11,2026-10-13,2,Leisure,Bus,Standard,Winter,41818,4.2,No,Planned
T0871,U0145,New York,Bangalore,2025-10-21,2025-10-28,7,Adventure,Flight,Hostel,Winter,97942,3.2,Yes,Completed
T0872,U0244,Mumbai,New York,2025-12-29,2026-01-12,14,Family,Flight,Budget,Monsoon,70706,4.2,No,Planned
T0873,U0109,Bangkok,New York,2026-06-02,2026-06-09,7,Family,Bus,Standard,Monsoon,135074,3.1,No,Completed
T0874,U0060,Bangalore,Kolkata,2026-09-30,2026-10-06,6,Cultural,Car,Budget,Winter,60756,3.7,Yes,Cancelled
T0875,U0142,Hyderabad,Kolkata,2025-10-06,2025-10-19,13,Adventure,Flight,Budget,Autumn,31031,3.1,No,Completed
T0876,U0238,Jaipur,Goa,2026-12-07,2026-12-21,14,Cultural,Flight,Resort,Summer,171815,5.0,Yes,Cancelled
T0877,U0201,Bali,Goa,2025-12-29,2026-01-02,4,Romantic,Cruise,Luxury,Autumn,81997,3.5,No,Completed
T0878,U0180,Chennai,Kolkata,2025-03-13,2025-03-20,7,Business,Bus,Resort,Spring,153516,4.7,Yes,Completed
T0879,U0105,Pune,Agra,2026-12-20,2027-01-01,12,Adventure,Flight,Budget,Winter,30311,3.1,Yes,Cancelled
T0880,U0145,Jaipur,Rome,2026-09-22,2026-09-27,5,Family,Train,Hostel,Monsoon,193671,4.5,No,Cancelled
T0881,U0117,Agra,Bangalore,2025-12-01,2025-12-03,2,Business,Bus,Standard,Autumn,40932,3.6,Yes,Cancelled
T0882,U0103,Singapore,Bali,2026-01-14,2026-01-22,8,Leisure,Flight,Luxury,Winter,84210,4.1,No,Completed
T0883,U0232,Singapore,Paris,2025-10-04,2025-10-10,6,Family,Train,Resort,Autumn,138470,4.9,Yes,Planned
T0884,U0281,London,Jaipur,2025-08-27,2025-08-29,2,Adventure,Train,Luxury,Monsoon,162531,3.7,No,Planned
T0885,U0065,Bali,New York,2026-10-30,2026-11-04,5,Business,Car,Luxury,Autumn,123372,4.1,No,Completed
T0886,U0196,Paris,Delhi,2026-12-21,2026-12-30,9,Leisure,Train,Luxury,Summer,25772,4.4,No,Completed
T0887,U0173,Jaipur,Kolkata,2025-01-20,2025-01-22,2,Leisure,Flight,Standard,Autumn,62900,4.9,No,Cancelled
T0888,U0179,Maldives,Mumbai,2026-05-25,2026-05-27,2,Leisure,Cruise,Luxury,Monsoon,190132,4.0,No,Cancelled
T0889,U0262,Pune,Singapore,2025-01-02,2025-01-05,3,Leisure,Cruise,Budget,Spring,168459,4.6,No,Cancelled
T0890,U0293,Pune,London,2025-07-04,2025-07-08,4,Family,Cruise,Budget,Autumn,192663,3.2,Yes,Planned
T0891,U0045,Hyderabad,Chennai,2025-05-07,2025-05-14,7,Cultural,Cruise,Standard,Spring,97189,4.5,Yes,Cancelled
T0892,U0187,Hyderabad,New York,2026-10-10,2026-10-20,10,Cultural,Flight,Standard,Spring,127775,4.5,No,Cancelled
T0893,U0036,Mumbai,Chennai,2026-05-19,2026-05-23,4,Romantic,Car,Luxury,Summer,153723,4.9,No,Planned
T0894,U0107,Goa,Agra,2026-01-09,2026-01-19,10,Leisure,Bus,Resort,Winter,152645,3.0,No,Planned
T0895,U0031,Pune,Mumbai,2026-10-28,2026-11-10,13,Family,Train,Budget,Summer,169162,4.2,Yes,Completed
T0896,U0199,Hyderabad,New York,2025-05-01,2025-05-14,13,Family,Flight,Budget,Autumn,101295,4.5,Yes,Completed
T0897,U0295,Rome,Delhi,2026-10-04,2026-10-08,4,Business,Train,Resort,Winter,189370,3.1,No,Planned
T0898,U0091,London,Rome,2025-05-02,2025-05-10,8,Adventure,Flight,Standard,Spring,132352,4.9,Yes,Cancelled
T0899,U0225,Dubai,Bali,2026-05-06,2026-05-19,13,Romantic,Flight,Hostel,Spring,160651,4.5,Yes,Completed
T0900,U0017,Pune,Jaipur,2026-04-03,2026-04-10,7,Adventure,Train,Luxury,Summer,164103,3.8,No,Planned
T0901,U0284,Hyderabad,Chennai,2025-04-15,2025-04-26,11,Adventure,Cruise,Hostel,Winter,95061,4.4,Yes,Planned
T0902,U0111,Rome,Goa,2026-12-01,2026-12-14,13,Business,Flight,Luxury,Autumn,141496,3.6,Yes,Planned
T0903,U0238,Pune,Bangkok,2026-12-12,2026-12-14,2,Cultural,Car,Luxury,Winter,113283,4.4,No,Cancelled
T0904,U0273,Rome,Agra,2026-03-27,2026-04-09,13,Business,Cruise,Resort,Monsoon,182191,4.9,Yes,Planned
T0905,U0176,Hyderabad,Goa,2026-09-18,2026-09-26,8,Leisure,Car,Luxury,Monsoon,82024,5.0,Yes,Planned
T0906,U0116,Delhi,Dubai,2026-03-10,2026-03-21,11,Romantic,Cruise,Luxury,Autumn,191211,4.7,No,Cancelled
T0907,U0007,Kolkata,Jaipur,2026-07-11,2026-07-23,12,Adventure,Cruise,Luxury,Summer,197984,3.9,Yes,Cancelled
T0908,U0071,Pune,Dubai,2026-10-10,2026-10-19,9,Adventure,Cruise,Resort,Autumn,165387,3.3,Yes,Planned
T0909,U0225,Goa,Jaipur,2025-11-08,2025-11-17,9,Leisure,Car,Luxury,Spring,70332,3.7,Yes,Planned
T0910,U0222,Rome,Mumbai,2025-06-13,2025-06-22,9,Leisure,Train,Resort,Winter,86177,4.6,No,Planned
T0911,U0107,Mumbai,Bangkok,2026-10-06,2026-10-11,5,Romantic,Cruise,Luxury,Spring,32625,4.9,Yes,Planned
T0912,U0121,Hyderabad,London,2026-08-13,2026-08-19,6,Family,Cruise,Budget,Summer,196776,4.4,Yes,Cancelled
T0913,U0194,Pune,Goa,2026-08-03,2026-08-16,13,Cultural,Car,Budget,Autumn,76038,3.7,No,Planned
T0914,U0249,Goa,Delhi,2026-11-07,2026-11-12,5,Romantic,Bus,Budget,Winter,31500,3.1,No,Cancelled
T0915,U0003,Jaipur,Kolkata,2025-06-13,2025-06-18,5,Business,Flight,Hostel,Autumn,130779,3.1,Yes,Planned
T0916,U0019,Goa,Agra,2025-10-17,2025-10-28,11,Cultural,Cruise,Budget,Summer,99680,3.3,No,Cancelled
T0917,U0151,Mumbai,New York,2026-11-12,2026-11-17,5,Adventure,Bus,Resort,Autumn,55411,3.3,No,Completed
T0918,U0287,New York,Pune,2026-06-05,2026-06-13,8,Cultural,Bus,Budget,Monsoon,131752,4.8,No,Completed
T0919,U0190,Bangkok,Chennai,2025-12-01,2025-12-11,10,Romantic,Bus,Standard,Summer,89517,3.0,No,Planned
T0920,U0129,Goa,Agra,2025-07-07,2025-07-09,2,Business,Bus,Resort,Spring,36921,3.1,Yes,Planned
T0921,U0225,Maldives,Hyderabad,2025-07-24,2025-07-30,6,Cultural,Cruise,Resort,Monsoon,134240,4.4,No,Planned
T0922,U0094,Rome,Goa,2026-11-08,2026-11-20,12,Business,Car,Standard,Winter,12704,4.1,No,Completed
T0923,U0068,Pune,Kolkata,2026-10-24,2026-11-06,13,Cultural,Bus,Budget,Spring,194852,4.1,Yes,Completed
T0924,U0140,Paris,Goa,2025-07-22,2025-07-26,4,Cultural,Flight,Budget,Autumn,59884,4.8,No,Cancelled
T0925,U0203,Maldives,London,2026-11-25,2026-11-30,5,Leisure,Train,Resort,Winter,131886,5.0,No,Cancelled
T0926,U0070,Hyderabad,Bangkok,2025-02-21,2025-02-28,7,Romantic,Bus,Resort,Autumn,192966,3.7,Yes,Planned
T0927,U0090,Rome,Delhi,2026-02-19,2026-02-26,7,Cultural,Flight,Standard,Winter,84681,3.8,Yes,Completed
T0928,U0193,Goa,Kolkata,2026-12-10,2026-12-24,14,Cultural,Bus,Hostel,Monsoon,13321,4.3,No,Cancelled
T0929,U0165,Chennai,Bali,2025-10-21,2025-10-29,8,Family,Car,Standard,Monsoon,62290,4.2,Yes,Cancelled
T0930,U0200,Paris,Tokyo,2026-05-04,2026-05-12,8,Family,Cruise,Resort,Summer,18769,4.9,No,Planned
T0931,U0087,Delhi,Chennai,2026-01-09,2026-01-15,6,Romantic,Bus,Luxury,Winter,144048,4.0,No,Cancelled
T0932,U0023,Rome,Bali,2025-05-23,2025-05-26,3,Cultural,Cruise,Resort,Autumn,100287,4.7,No,Cancelled
T0933,U0194,Goa,Maldives,2025-09-17,2025-09-22,5,Cultural,Train,Luxury,Autumn,137510,3.6,Yes,Completed
T0934,U0004,Jaipur,Pune,2025-04-05,2025-04-17,12,Family,Train,Hostel,Spring,138227,3.7,Yes,Planned
T0935,U0259,New York,Rome,2026-08-13,2026-08-16,3,Business,Bus,Resort,Spring,148560,4.3,No,Cancelled
T0936,U0237,Hyderabad,Kolkata,2025-08-02,2025-08-13,11,Romantic,Bus,Luxury,Summer,12566,4.9,No,Completed
T0937,U0268,Tokyo,Agra,2026-12-07,2026-12-20,13,Leisure,Car,Resort,Monsoon,47455,3.8,No,Completed
T0938,U0228,Pune,Bali,2025-08-22,2025-09-05,14,Adventure,Train,Hostel,Winter,122997,3.1,No,Completed
T0939,U0045,New York,Goa,2026-12-03,2026-12-16,13,Cultural,Train,Budget,Spring,43135,3.5,Yes,Planned
T0940,U0287,Goa,Pune,2026-12-06,2026-12-20,14,Leisure,Bus,Budget,Winter,24060,3.5,No,Cancelled
T0941,U0008,London,New York,2026-01-20,2026-01-25,5,Adventure,Bus,Standard,Winter,13532,4.4,No,Completed
T0942,U0291,Chennai,Singapore,2025-12-04,2025-12-16,12,Romantic,Cruise,Resort,Spring,49266,4.9,No,Cancelled
T0943,U0134,New York,Pune,2026-06-08,2026-06-18,10,Leisure,Car,Resort,Autumn,65881,3.7,No,Cancelled
T0944,U0058,Agra,Bangalore,2026-06-16,2026-06-28,12,Adventure,Flight,Standard,Spring,111163,4.4,No,Cancelled
T0945,U0071,Mumbai,Kolkata,2025-03-22,2025-04-05,14,Romantic,Flight,Resort,Winter,87678,4.0,No,Completed
T0946,U0263,Singapore,New York,2026-08-27,2026-09-09,13,Leisure,Car,Budget,Winter,17139,4.9,Yes,Cancelled
T0947,U0297,Hyderabad,Chennai,2025-05-05,2025-05-14,9,Cultural,Car,Resort,Summer,59824,5.0,Yes,Cancelled
T0948,U0244,New York,Jaipur,2025-01-23,2025-02-01,9,Adventure,Cruise,Standard,Winter,129045,4.9,Yes,Completed
T0949,U0072,Bangalore,London,2025-01-19,2025-01-21,2,Cultural,Cruise,Standard,Spring,193517,4.7,Yes,Completed
T0950,U0160,Bali,Bangalore,2026-05-03,2026-05-06,3,Leisure,Car,Hostel,Autumn,188295,3.8,Yes,Cancelled
T0951,U0209,Bangalore,Bali,2026-11-02,2026-11-15,13,Adventure,Car,Budget,Winter,119429,3.9,Yes,Completed
T0952,U0214,Rome,Goa,2026-11-06,2026-11-15,9,Romantic,Cruise,Hostel,Monsoon,23690,4.0,No,Planned
T0953,U0068,Singapore,Tokyo,2026-09-02,2026-09-12,10,Business,Bus,Budget,Autumn,191136,3.9,Yes,Cancelled
T0954,U0066,Paris,Bangkok,2025-03-06,2025-03-11,5,Leisure,Train,Budget,Monsoon,95930,4.0,No,Completed
T0955,U0173,Bangkok,Tokyo,2026-01-27,2026-02-02,6,Leisure,Cruise,Budget,Summer,45276,3.6,Yes,Cancelled
T0956,U0220,New York,London,2025-07-17,2025-07-22,5,Adventure,Train,Budget,Summer,52180,3.4,No,Planned
T0957,U0182,Pune,London,2026-10-06,2026-10-17,11,Leisure,Car,Standard,Winter,152184,3.2,No,Completed
T0958,U0018,Mumbai,Dubai,2025-08-25,2025-09-07,13,Family,Bus,Luxury,Winter,69423,3.1,No,Cancelled
T0959,U0061,Rome,Delhi,2025-03-29,2025-04-09,11,Cultural,Cruise,Resort,Monsoon,196950,4.8,No,Completed
T0960,U0146,Singapore,Rome,2026-07-13,2026-07-20,7,Family,Car,Budget,Summer,157511,4.7,No,Completed
T0961,U0275,Chennai,Delhi,2025-04-19,2025-04-25,6,Cultural,Cruise,Luxury,Winter,139611,3.5,Yes,Cancelled
T0962,U0262,Tokyo,Chennai,2025-12-22,2025-12-26,4,Cultural,Flight,Hostel,Summer,11207,3.5,No,Planned
T0963,U0117,Paris,Tokyo,2026-08-10,2026-08-18,8,Leisure,Bus,Hostel,Summer,167922,3.9,No,Completed
T0964,U0279,New York,London,2025-06-11,2025-06-15,4,Adventure,Bus,Standard,Autumn,129147,3.7,No,Planned
T0965,U0129,Tokyo,Dubai,2025-05-05,2025-05-12,7,Cultural,Car,Budget,Winter,138577,3.0,Yes,Planned
T0966,U0082,Mumbai,Maldives,2026-01-02,2026-01-11,9,Cultural,Bus,Standard,Spring,70734,3.5,No,Planned
T0967,U0021,Hyderabad,Agra,2026-08-01,2026-08-09,8,Romantic,Bus,Hostel,Spring,63409,3.4,No,Planned
T0968,U0160,Mumbai,Bali,2025-07-04,2025-07-12,8,Romantic,Cruise,Resort,Summer,127436,3.8,Yes,Completed
T0969,U0203,Agra,New York,2025-03-26,2025-04-01,6,Business,Train,Standard,Autumn,187144,4.8,No,Cancelled
T0970,U0167,Chennai,Kolkata,2025-01-06,2025-01-08,2,Romantic,Flight,Standard,Spring,98719,3.1,Yes,Completed
T0971,U0229,Chennai,Agra,2025-08-18,2025-08-28,10,Romantic,Cruise,Hostel,Summer,194821,4.1,Yes,Cancelled
T0972,U0137,Dubai,Jaipur,2025-08-13,2025-08-18,5,Cultural,Car,Luxury,Autumn,18652,3.5,No,Cancelled
T0973,U0155,Bali,Dubai,2026-07-05,2026-07-16,11,Adventure,Bus,Budget,Winter,18174,3.1,Yes,Planned
T0974,U0153,Goa,Singapore,2026-08-16,2026-08-27,11,Cultural,Bus,Budget,Summer,132766,3.9,No,Cancelled
T0975,U0270,Chennai,Agra,2026-03-21,2026-03-24,3,Adventure,Car,Standard,Autumn,197382,3.1,No,Planned
T0976,U0012,Bangkok,Hyderabad,2026-10-18,2026-10-29,11,Adventure,Bus,Luxury,Autumn,143425,3.6,Yes,Planned
T0977,U0080,Hyderabad,Kolkata,2026-11-27,2026-12-05,8,Family,Cruise,Luxury,Autumn,11011,4.8,Yes,Cancelled
T0978,U0132,Kolkata,Singapore,2026-07-07,2026-07-20,13,Family,Car,Standard,Monsoon,132863,4.1,Yes,Planned
T0979,U0126,Bangkok,New York,2025-12-29,2026-01-06,8,Adventure,Car,Standard,Monsoon,46388,3.3,Yes,Cancelled
T0980,U0124,Kolkata,Bangalore,2025-04-26,2025-05-01,5,Leisure,Cruise,Resort,Winter,16531,4.6,Yes,Cancelled
T0981,U0136,Dubai,Kolkata,2026-05-05,2026-05-12,7,Family,Flight,Standard,Summer,141306,4.3,Yes,Completed
T0982,U0169,Hyderabad,Kolkata,2025-08-26,2025-09-08,13,Adventure,Bus,Standard,Autumn,93176,3.0,Yes,Planned
T0983,U0007,Paris,Bangalore,2025-11-09,2025-11-17,8,Family,Car,Resort,Summer,51128,3.6,Yes,Cancelled
T0984,U0261,Hyderabad,Paris,2025-11-28,2025-12-10,12,Adventure,Car,Standard,Spring,189009,4.8,Yes,Planned
T0985,U0065,Maldives,Bangalore,2026-06-22,2026-06-30,8,Adventure,Flight,Budget,Autumn,52018,3.8,No,Completed
T0986,U0291,Delhi,Tokyo,2026-11-17,2026-11-22,5,Adventure,Train,Resort,Winter,34051,3.7,Yes,Completed
T0987,U0087,Tokyo,Singapore,2026-01-01,2026-01-03,2,Family,Car,Budget,Winter,28904,3.1,No,Completed
T0988,U0219,Chennai,Rome,2026-10-08,2026-10-21,13,Business,Train,Luxury,Autumn,25611,3.9,Yes,Planned
T0989,U0135,Singapore,Chennai,2026-09-20,2026-10-02,12,Romantic,Car,Hostel,Summer,93375,4.9,No,Completed
T0990,U0059,Bali,Goa,2025-04-22,2025-04-24,2,Adventure,Bus,Resort,Monsoon,135050,4.9,Yes,Cancelled
T0991,U0036,Pune,Kolkata,2026-11-15,2026-11-18,3,Romantic,Car,Budget,Monsoon,153941,4.8,Yes,Planned
T0992,U0089,Singapore,Bangkok,2026-05-28,2026-06-04,7,Romantic,Car,Resort,Spring,115364,3.8,Yes,Planned
T0993,U0007,Chennai,Agra,2025-01-03,2025-01-14,11,Family,Train,Standard,Spring,151636,3.7,No,Cancelled
T0994,U0148,London,Jaipur,2026-03-18,2026-03-24,6,Romantic,Cruise,Luxury,Summer,178205,4.7,No,Cancelled
T0995,U0092,Paris,Goa,2026-04-08,2026-04-13,5,Romantic,Bus,Luxury,Winter,129804,4.0,Yes,Cancelled
T0996,U0096,Mumbai,Jaipur,2025-10-06,2025-10-14,8,Adventure,Train,Budget,Autumn,81102,4.3,Yes,Cancelled
T0997,U0234,Rome,Dubai,2026-06-30,2026-07-03,3,Romantic,Cruise,Budget,Autumn,140834,4.1,No,Completed
T0998,U0230,Dubai,Maldives,2026-08-10,2026-08-21,11,Adventure,Bus,Budget,Spring,75317,3.7,No,Completed
T0999,U0278,Singapore,Kolkata,2026-03-01,2026-03-07,6,Romantic,Car,Resort,Spring,150290,3.7,No,Cancelled
T1000,U0275,Goa,Bali,2026-03-06,2026-03-11,5,Adventure,Cruise,Standard,Spring,10451,3.7,No,Cancelled
